seed,original_index,text,raw_response,llm_label,llm_name,gemma-3-27b-it
3,13,"High temperatures in the northern plains on Tuesday could reach 20-30F above normal, followed by near to above normal temperatures in the west after a brief cool period.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,14,"A deep low pressure system will deepen rapidly across the Central Plains, leading to strong and gusty winds over the central U.S. Expect a variety of precipitation types, including moderate to heavy snow in areas of transition.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,15,"Showers and thunderstorms anticipated in the central Plains, spreading to the Upper Midwest.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,16,"A cooling mid-upper level trough will move from the western US into central Canada and the north-central US, leading to unsettled weather through mid-next week, particularly in the Midwest and Northeast.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,17,"Below-normal highs of 10-15F are anticipated in the Southwest, southern High Plains, and parts of the Ohio Valley, eastern Great Lakes, northern Mid-Atlantic, and Northeast.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,18,"Enhanced precipitation expected along the northern half of the West Coast into the Rockies from Wed-Thu, with below normal daytime highs in the West, transitioning to a warming trend by Fri.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,19,"Shearson Lehman, however , executes program trades for clients.","{""predicted_sentence_label"": 0}",0,gemma-3-27b-it,0
3,20,"A low-pressure area is forecast to cross the Red River on January 8, with a trough influencing the western U.S. midweek, which may bring snow to higher terrains.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,21,"``It would be a travesty in common sense terms of Australian democracy for that proposition not to be put to the Australian people,'' Howard said.","{""predicted_sentence_label"": 0}",0,gemma-3-27b-it,0
3,22,Vaisala 's board of directors will propose a dividend of 0.85 euro $ 1.24 per share at the company 's annual general meeting .,"{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,23,"Early season heat wave continues across much of the south-central U.S., particularly Texas, Louisiana, and Oklahoma, with widespread temperatures reaching the 100s and heat indices of 105-115 degrees, possibly up to 120 degrees in Deep South Texas.","{""predicted_sentence_label"": 0}",0,gemma-3-27b-it,0
3,24,"Moisture from the Gulf of Mexico will enhance precipitation, with moderate to heavy snowfall expected in the south-central Great Basin/Rockies and an increased threat for flooding in saturated areas.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,25,"Temperature forecasts differ, with ECMWF indicating warmer conditions while the GFS shows cooler temperatures due to a cool airmass arriving in the northern Plains and Great Lakes.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,26,Swiss franc surged to record 1.42 euros after it reported sharpest gain in manufacturing in March .,"{""predicted_sentence_label"": 0}",0,gemma-3-27b-it,0
3,27,WSJ891027-0135 = 891027 891027-0135.,"{""predicted_sentence_label"": 0}",0,gemma-3-27b-it,0
3,28,"A unit of DPC Acquisition Partners launched a $10-a-share tender offer for the shares outstanding of Dataproducts Corp., and said it would seek to liquidate the computer-printer maker ""as soon as possible,"" even if a merger is n't consummated.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,29,"The changes will take effect on 1 January 2010 , and they are not estimated to have an impact on the number of employees .","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,30,"On 2025-06-01, Meteorologist Emily Chen speculates that the temperature at Dallas will likely increase.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,31,Daytime highs will be below normal in the western U.S. and the eastern regions may experience above-normal minimum temperatures.,"{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,32,"Enhanced precipitation expected in northern California and the Pacific Northwest starting Thursday, influenced by tropical Pacific moisture, with snow possible in the northern Rockies.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,33,"04/18/1998 06:07:00 w1416 Cx1f wstm- r i Cx13 Cx11 BC-Hungary-Astronaut 04-18 0248 BC-Hungary-Astronaut First and only Hungarian astronaut moving to the United States BUDAPEST, Hungary (AP) _","{""predicted_sentence_label"": 0}",0,gemma-3-27b-it,0
3,34,"Cooler than average temperatures forecast for the West Coast and Great Basin by Sunday, with snow possible in the highest terrain of the Cascades and Rockies providing relief from fire weather concerns.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,35,"According to Moody's, the stock price at Tesla would fall in 21 August 2024.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,36,A warming trend will develop across the Intermountain West and Central-Southern Rockies with high temperatures steadily increasing.,"{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,37,"Much above normal temperatures across the Rockies and Plains, with anomalies of 15-20F above normal in the north-central Rockies/High Plains through Tuesday, June 2, and 5-15F anomalies persisting through the week.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,38,"Heavy rain and imminent flooding likely across Southeast, Southern Plains, Mid-Atlantic, and Pacific Northwest on January 7-8.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,39,Moderately progressive mid-latitude flow is expected under a blockade pattern with strengthening eastern Pacific troughing and a ridge building into the west.,"{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,40,"Widespread precipitation is expected in the Southwest next week, with an upper low moving into the desert Southwest, bringing rain and high elevation snow.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,41,"According to HKScan Finland , the plan is to increase J+rvi-Suomen Portti 's net sales to EUR 80mn to EUR 100mn .","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,42,The proposal that the Board of Directors will make at the Annual General Meeting is attached as a whole to this release .,"{""predicted_sentence_label"": 0}",0,gemma-3-27b-it,0
3,43,"Upper-level energies interacting with Gulf moisture will contribute to heavy rain across the south-central states, while cold air may lead to wintry precipitation in the Midwest and northern Mid-Atlantic.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,44,"A New York City police detective was shot in the leg when a man fired through a door as the police searched a Staten Island home for drugs early Thursday, officials said.","{""predicted_sentence_label"": 0}",0,gemma-3-27b-it,0
3,45,"The prosecutor is also demanding Outokumpu pay a fine of EUR 800,000 at most .","{""predicted_sentence_label"": 0}",0,gemma-3-27b-it,0
3,46,"Hazards include heavy snow in the higher elevations of northwestern Montana, flooding potential in the interior Southeast and southern Appalachians, high winds across northern Rockies, northern High Plains, and New England on March 29.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,47,"There is potential for modest weakness in the eastern U.S. mean trough and possible closed low development, with poor continuity in model guidance complicating forecasts.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,48,"Gradual warming expected as an upper-level high pressure builds in the central U.S. Precipitation likely to reduce overall, but localized showers possible near coastal troughs.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,49,"Finland 's national carrier Finnair PLC carried a record 8.5 million passengers in 2005 , an increase of 4.5 percent on the previous year , the airline reported Tuesday .","{""predicted_sentence_label"": 0}",0,gemma-3-27b-it,0
3,50,"Several inches of rain are expected from the central Gulf Coast to the Upper Midwest from Fri Aug 29 to Tue Sep 02, with lesser amounts in the Washington Olympics and Cascades.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,51,Dew points in the 50s and 60s will persist in regions up to Southern New England and Southern Mid-Atlantic.,"{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,52,"If Honkarakenne starts production there , it will need a partner for sawmill operations .","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,53,"A surface low pressure system will exit the Great Lakes on Saturday, redeveloping over New York and New England on Sunday before moving northeast into Canada.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,54,"May 29 , 2010 ( CompaniesandMarkets.com delivered by Newstex ) -- This report provides key data and information on the meat , fish and poultry market in Finland .","{""predicted_sentence_label"": 0}",0,gemma-3-27b-it,0
3,55,"Increased humidity is anticipated due to the summer-like regime, with the highest heat index values expanding from the South to the mid Mississippi Valley and southern Mid-Atlantic/Southeast.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,56,MCA strongly opposed the Drabinsky group's move.,"{""predicted_sentence_label"": 0}",0,gemma-3-27b-it,0
3,57,Increased shower and thunderstorm activity is expected mid-week into next weekend due to a frontal boundary settling in the southern U.S.,"{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,58,"Uncertainty remains high for an early week low pressure system off the east coast, possibly bringing wintry precipitation to the lower mid-Atlantic and northeastern U.S.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,59,Broad troughing is expected from the northern/central plains to the northeast and mid-Atlantic by early next week.,"{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,60,"The forecast is based on ECMWF and NAEFS means for 60-70% of the content, with emphasis on the ECMWF model for details concerning the path of the Canadian high across the eastern third of the nation during days 6-7.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,61,"High temperatures in the mid- to upper 90s, with scattered highs over 100F, contributing to heat indices between 105-115F.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,62,"Fidelity's junk fund has fallen 2.08% this year through Oct. 19, Lipper says; the Vanguard fund rose 1.84%; and the T. Rowe Price fund edged up 0.66%.","{""predicted_sentence_label"": 0}",0,gemma-3-27b-it,0
3,63,"A low off the New England coast may bring heavy rainfall to coastal areas by Wednesday and Thursday, but uncertainty remains regarding its exact track and how far west the precipitation extends.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,64,"Monsoonal moisture will lead to organized shower and thunderstorm activity in the Southwest, potentially enhanced by eastern Pacific tropical moisture.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,65,Snow may develop to the north and west of the cyclone late Monday into early Tuesday.,"{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,66,"Significant rain and mountain snow forecast for the Western and Southwestern U.S., particularly from California's coastal ranges and Sierra Nevada through the Great Basin and northern Rockies.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,67,"Severe weather threats will advance through the plains into the mid-upper Mississippi Valley, with concerns over potential flooding in the southern plains and uncertainty regarding rainfall amounts in the Great Lakes/northeast/mid-Atlantic.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,68,The deal includes an option for Cramo to buy out the minority stake in 2011 .,"{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,69,"In the fourth quarter of 2024, the American Meteorological Society envisioned that the wind gusts at Chicago decreased.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,70,"By early next week, temperatures in the West will approach normal, while cooler temperatures will spread across the East.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,71,Gusty winds expected in the Northeast due to a deepening surface low.,"{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,72,Strong ridge near the Alaska Panhandle and BC coast weakens and moves south; deep troughing develops over Hudson Bay and southeastern Canada.,"{""predicted_sentence_label"": 0}",0,gemma-3-27b-it,0
3,73,"Heat will begin to decline slightly in the Gulf Coast region by Tuesday and Wednesday, but dangerous heat conditions will continue in the Desert Southwest, with highs around 110 degrees likely early next week.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,74,"International sales rose by 59.8 % to EUR 1,244.4 mn .","{""predicted_sentence_label"": 0}",0,gemma-3-27b-it,0
3,75,"Jobs will not be transferred from Finland , however .","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,76,"Monsoonal moisture leading to heavy rainfall and thunderstorms in the Southwest and south-central Great Basin/Rockies, with potential runoff issues in the Rio Grande Valley.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,77,The flow across North America will shift due to a powerful zonal jet along 40N over the Pacific Ocean.,"{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,78," In 2029 of Q3,  a financial researcher envisioned that the interest rates at the Federal Reserve decreased.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,79,"Below average temperatures of 5 to 10F in the Great Basin and Southwest.

Precipitation: Rain and mountain snow expected along the West Coast (Wed) continuing into Southern California (Thu).","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,80,"Thermal anomalies will decrease, suggesting stable temperatures.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,81,"Alpina Sports is a Lebanon , New Hampshire USA based distributor of e.g. Alpina ski shoes and skis , Exel ski poles , Start ski waxes and now also Peltonen cross-country skis .","{""predicted_sentence_label"": 0}",0,gemma-3-27b-it,0
3,82,As a result of the negotiations the employment of 130 blue - and white-collar employees at the Oulu plant would be terminated .,"{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,83,"The Southern tier will experience near to moderately below normal temperatures, especially in the Southwest, with highs 5-10F below normal.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,84,"On August 21, 2024, Goldman Sachs speculates that the operating cash flow at ExxonMobil will likely increase.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,85,"Precipitation may extend to the Mexican border, though it will lack the intensity of mid-winter systems.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,86,"Confidence for heavy rain along/ahead of a wavy front is high, particularly near the mid-lower Mississippi Valley early in the period.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,87,Women have become the sole support of their families.,"{""predicted_sentence_label"": 0}",0,gemma-3-27b-it,0
3,88,"Ill tune in to see whether three hosts are better than none, whether Lin-Manuel Miranda scores an EGOT and to see Beyonc perform.","{""predicted_sentence_label"": 0}",0,gemma-3-27b-it,0
3,89,"A slow-moving front will push eastward, leading to rain in the East Coast, with steady rain forecast for New England and lingering into Tuesday.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,90,Uncertainty remains regarding precipitation amounts along the Gulf Coast due to the potential tropical disturbance.,"{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,91,WSJ891026-0136 = 891026 891026-0136.,"{""predicted_sentence_label"": 0}",0,gemma-3-27b-it,0
3,92,"Early Sunday, with significant weather changes expected in the northern High Plains by Monday and Tuesday.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,93,There is potential for significant precipitation as the front stalls in the plains.,"{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,94,Quinn Kelsey and Rosa Feola are used to playing father and daughter.,"{""predicted_sentence_label"": 0}",0,gemma-3-27b-it,0
3,95,Overnight lows above average across the CONUS.,"{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,96,"Cool temperatures, 10 to 15 degrees below normal, will prevail in the northern Plains, Upper Midwest, and Northeast Friday/Saturday, while hot conditions, 10 to 15 degrees above normal, will be observed in the Southeast until the cold front passes.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,97,The slowdown raises questions about the economy's strength because spending fueled much of the third-quarter GNP growth.,"{""predicted_sentence_label"": 0}",0,gemma-3-27b-it,0
3,98,"Heavy rain is anticipated in the Northeast on Saturday, with cold patterns extending through midweek across many regions.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,99,"Cooler temperatures will also extend to the Great Lakes and Northeast, influenced by an upper trough and Canadian surface high.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,100,"Mainly dry conditions are anticipated for most locations throughout the week, with a series of northern stream shortwaves possibly bringing some wintry weather.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,101,"A low pressure system is expected to develop along the western Gulf Coast by early Saturday, moving eastward into early Sunday.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,102,"On Q3 of 2027, the weather team reported that the precipitation at the national park rose.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,103,"An arctic airmass will settle in the Dakotas and Montana, but its severity should be less than current intrusions.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,104,Subject-matter of the invention furthermore is the use of the cyclone for separating partly molten particles . '',"{""predicted_sentence_label"": 0}",0,gemma-3-27b-it,0
3,105,Increasing temperatures due to ridging and positive height anomalies over the Pacific.,"{""predicted_sentence_label"": 0}",0,gemma-3-27b-it,0
3,106,The West Coast and far Northern Mississippi Valley are expected to remain dry.,"{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,107,"Diurnal risk for heavy showers and thunderstorms in the Rockies and Great Basin, with localized flash flood potential continuing through at least Tuesday.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,108,"Hazards include heavy rain and potential flooding across the Southeast and Mid-Atlantic, high winds in Alaska, and light precipitation in the Pacific Northwest with increased chances by Monday.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,109,The American Heart Association observed that the blood pressure levels at local community clinics had remained stable from February 2022 to August 2023.,"{""predicted_sentence_label"": 0}",0,gemma-3-27b-it,0
3,110,"Sumptuously done in scarlet and swathed in corduroy, it has a small bar and lounge at the entrance.","{""predicted_sentence_label"": 0}",0,gemma-3-27b-it,0
3,111,High temperature anomalies of 10-20F expected from the central Plains through the Great Lakes and into the Northeast.,"{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,112,"Precipitation is expected to be moderate to heavy along and south of a frontal boundary across the middle Mississippi and Tennessee Valleys this weekend, shifting into the mid-Atlantic and southeastern U.S. as the surface low moves northeast.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,113,"A deep cyclone is expected to form over the North-Central Plains late Thursday into early Friday, moving toward the Great Lakes.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,114,"Precipitation levels in Paris should stay the same 2029-03-01, according to Meteorologist Dr. Daniel Lee.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,115,Cooling temperatures anticipated in the Northwest by midweek as a cold front approaches.,"{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,116,"Temperatures in the Great Lakes region will initially be anomalously high, exceeding normal by 15-25F, particularly impacting snowmelt, but will moderate closer to normal next week as a cold front moves through.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,117,"The Northeast will experience breezy to windy conditions, with below normal temperatures (10-20F) near the system's path, while above normal temperatures are expected across the Plains and east-central U.S.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,118,"Temperatures will initially be 5 to 15F above average in the Northeast, transitioning to near seasonal averages by mid to late next week.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,119,"A cyclone will track through the central Great Lakes and southern Ontario, producing moderate snowfall in the upper Midwest and warm advection in the mid-Mississippi and Ohio Valleys.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,120,"Besides we have increased the share of meat in various sausages and are offering a number of new tastes in the grill products and shish kebabs segment , '' Paavel said .","{""predicted_sentence_label"": 0}",0,gemma-3-27b-it,0
3,121,"Refined precipitation types and intensities expected by Sunday, mostly rain in the south with potential for ice/snow further north.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,122,"A potential nor'easter may develop off the Southeast U.S. coast around Christmas Eve and move northeastward, though model uncertainties exist.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,123,Eastern Pacific closed low/trough entering Southwest/Four Corners region next weekend will increase showers and thunderstorms fueled by Gulf of Mexico moisture.,"{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,124,"The Dallas oil and gas concern said that $10 million of the facility would be used to consolidate the company's $8.1 million of existing bank debt, to repurchase 4 million of its 4.9 million shares outstanding of Series D convertible preferred stock, and to purchase a 10% net-profits interest in certain oil and gas properties from one of its existing lenders, National Canada Corp.","{""predicted_sentence_label"": 0}",0,gemma-3-27b-it,0
3,125,"By Wednesday into Thursday, precipitation will intensify across the Mississippi and Missouri Valleys extending into the Great Lakes, with multi-inch rainfall totals likely as low pressure strengthens over Oklahoma/Kansas.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,126,There is uncertainty regarding frontal positions and thermal extremes.,"{""predicted_sentence_label"": 0}",0,gemma-3-27b-it,0
3,127,"Showers and thunderstorms are possible with the cold front, and periods of locally heavy rainfall are expected.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,128,"Persistent below-normal temperatures are expected in New York/New England and Florida, while high temperature anomalies will be 20-25 degrees F above normal in the central U.S. (Wyoming, Colorado, Texas Panhandle) on days 3/4, decreasing to 15-20 degrees above normal on days 5/6, and 10-15 degrees above normal on day 7.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,129,"A significant precipitation event is anticipated in the Northern Rockies, with high probabilities for exceeding a quarter inch of frozen precipitation in Montana over the weekend.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,130,"Heavy rainfall is anticipated along the front due to strong ascent and adequate moisture, with an increased severe weather threat at the northern boundary.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,131,"The firm 's services include copying , printing , CAD-modelling , digital printing , scanning , SokoPro project bank and courier services .","{""predicted_sentence_label"": 0}",0,gemma-3-27b-it,0
3,132,"Temperatures will drop sharply with widespread significant snow, sleet, freezing rain, and rain, especially in the Northwest, Northern Rockies, and Midwest.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,133,"Cold front moving eastward from the Plains may create multi-day showers and storms, with locally heavy rainfall and potential severe weather in the Midwest.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,134,Little to no rainfall during this period increases drought and fire threats.,"{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,135,Heavy precipitation in the northwest and northern Rockies will taper off after early next week.,"{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,136,We've got a 23-point win over there for Connor and a four-point win for the Patriots by Ty.,"{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,137,"A ridge over the West will bring above-average temperatures (+5 to +15 degrees) in regions like the central/southern Great Basin and eastern Colorado, while a trough in the East will result in below-average temperatures (-5 to -20 degrees), particularly in the Midwest and Ohio Valley/Central Appalachians.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,138,"Hazards include heavy rain across the Lower/Middle Mississippi Valley, Ohio/Tennessee Valley, Southern Appalachians, and Southeast from February 21-23.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,139,"An upper trough will lead to drier conditions and warming temperatures across the eastern U.S., with cooling in the Northwest.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,140,Telerate provides an electronic financial information network.,"{""predicted_sentence_label"": 0}",0,gemma-3-27b-it,0
3,141,"Confidence is high for 5-15F high temperature anomalies along and inland from the central West Coast, but decreases later in the week due to uncertainty regarding western ridge changes and height falls from the Pacific.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,142,Increased humidity is anticipated due to low-level easterly upslope flow.,"{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,143,"Summertime heat will dominate Texas and the Gulf Coast, while wintry conditions affect northern regions.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,144,"Temperature anomalies of 10-15F above/below normal anticipated, particularly over the plains.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,145,"The number of women in leadership positions at Fortune 500 companies should stay the same in Q1 2025, according to research advisor Dr. Sofia Patel.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,146,"A cold front is moving through the Upper Midwest with some light rain, while persistent clouds/rainfall affect the Rockies and plains.","{""predicted_sentence_label"": 0}",0,gemma-3-27b-it,0
3,147,"Currently , YIT builds a housing estate Zapadnye Vorota 26,000 square metres in the city and a house 9,910 square metres , which will be completed at the end of 2009 .","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,148,"Further concrete cooperation is also carried out through various projects , doctoral theses and diploma dissertations .","{""predicted_sentence_label"": 0}",0,gemma-3-27b-it,0
3,149,"Excessive tropical rainfall/runoff threat from deep moisture feed inland from the Gulf of Mexico, primarily affecting the West Gulf Coast and West-Central Texas.","{""predicted_sentence_label"": 0}",0,gemma-3-27b-it,0
3,150,"Overall, heavy precipitation is forecast across California from January 2-5 and across the central Plains, Mississippi Valley, Tennessee Valley, and Mid-Atlantic from January 3-5, along with severe weather potential and high winds in the Southern Plains on January 2.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,151,"The GFS/GEFS models are slightly faster than the ECMWF, UKMET, and Canadian models, with better continuity seen in the ECMWF-led cluster.","{""predicted_sentence_label"": 0}",0,gemma-3-27b-it,0
3,152,"Bank of America predicts on 2024-08-21, the operating income at Visa may rise.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,153,"Warmer and drier conditions are anticipated across the Southwest and South, with daily temperatures in the Great Basin averaging 10 to 25 degrees warmer than average by Friday.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,154,"Expect significant accumulating snow and possible icing in the regions north and northeast of the storm's surface low, along with strong, gusty winds.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,155,"Near to below normal temperatures are expected along the West Coast and eastern states, while above normal temperatures prevail in the interior West and Plains, with anomalies of +10-15F possible.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,156,"In contrast, nighttime lows will be 10F to 15F above normal for much of the central and eastern U.S.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
